card_id,disp_id,type,issued
391,2493,CLASSIC,980224
283,1800,CLASSIC,980225
726,4721,CLASSIC,980226
132,731,JUNIOR,980226
463,2982,CLASSIC,980226
21,132,CLASSIC,980226
529,3357,CLASSIC,980227
946,8359,JUNIOR,980228
419,2626,CLASSIC,980228
248,1512,CLASSIC,980301
215,1296,CLASSIC,980302
225,1359,CLASSIC,980303
643,4157,CLASSIC,980304
844,6567,JUNIOR,980304
672,4349,CLASSIC,980307
276,1765,CLASSIC,980307
1230,13312,CLASSIC,980308
599,3824,GOLD,980308
72,447,CLASSIC,980309
1199,12826,CLASSIC,980309
48,295,CLASSIC,980310
58,358,CLASSIC,980311
334,2133,CLASSIC,980313
2,19,CLASSIC,980313
228,1382,JUNIOR,980315
244,1480,CLASSIC,980316
1189,12683,CLASSIC,980317
198,1211,JUNIOR,980318
34,225,CLASSIC,980320
535,3395,CLASSIC,980322
269,1718,GOLD,980322
515,3268,CLASSIC,980323
290,1833,CLASSIC,980324
315,2005,JUNIOR,980324
784,5461,CLASSIC,980324
63,378,JUNIOR,980327
417,2619,CLASSIC,980330
619,3958,CLASSIC,980401
191,1168,JUNIOR,980402
965,8636,CLASSIC,980402
444,2815,GOLD,980403
370,2374,CLASSIC,980403
156,906,JUNIOR,980407
492,3166,CLASSIC,980409
52,326,GOLD,980410
71,441,CLASSIC,980411
775,5253,GOLD,980411
330,2124,CLASSIC,980411
510,3256,CLASSIC,980413
170,1020,CLASSIC,980416
338,2146,CLASSIC,980416
755,5002,CLASSIC,980416
451,2888,JUNIOR,980416
263,1668,GOLD,980417
602,3846,JUNIOR,980418
498,3186,CLASSIC,980418
933,7959,JUNIOR,980421
89,497,CLASSIC,980422
761,5128,GOLD,980423
176,1049,CLASSIC,980425
1102,11183,CLASSIC,980425
109,605,CLASSIC,980426
421,2644,CLASSIC,980427
918,7796,CLASSIC,980427
680,4417,CLASSIC,980429
824,6196,CLASSIC,980429
448,2864,CLASSIC,980429
1194,12781,JUNIOR,980430
331,2125,GOLD,980501
734,4765,CLASSIC,980501
235,1438,CLASSIC,980502
284,1807,CLASSIC,980507
412,2585,CLASSIC,980509
64,402,CLASSIC,980510
186,1133,GOLD,980512
458,2951,GOLD,980514
465,2995,CLASSIC,980515
457,2948,JUNIOR,980516
456,2929,CLASSIC,980516
645,4166,CLASSIC,980517
906,7683,GOLD,980518
756,5012,CLASSIC,980518
218,1322,CLASSIC,980518
717,4654,CLASSIC,980519
8,60,JUNIOR,980520
700,4533,JUNIOR,980522
757,5013,JUNIOR,980522
126,707,CLASSIC,980523
358,2287,JUNIOR,980523
639,4112,CLASSIC,980523
212,1280,CLASSIC,980524
415,2609,CLASSIC,980525
161,963,CLASSIC,980525
207,1244,CLASSIC,980525
1216,13097,CLASSIC,980526
649,4190,CLASSIC,980529
475,3075,GOLD,980531
586,3756,CLASSIC,980531
446,2841,CLASSIC,980604
823,6178,CLASSIC,980605
644,4165,CLASSIC,980605
111,615,CLASSIC,980605
469,3026,CLASSIC,980607
17,127,CLASSIC,980607
558,3568,CLASSIC,980607
192,1169,CLASSIC,980608
631,4061,JUNIOR,980609
317,2015,CLASSIC,980610
716,4651,JUNIOR,980611
7,56,CLASSIC,980611
863,6906,CLASSIC,980612
123,679,CLASSIC,980612
770,5232,CLASSIC,980615
143,816,CLASSIC,980615
785,5468,CLASSIC,980616
646,4167,CLASSIC,980617
160,954,CLASSIC,980617
669,4341,CLASSIC,980619
101,566,CLASSIC,980619
332,2126,CLASSIC,980619
362,2320,GOLD,980621
173,1031,CLASSIC,980621
16,116,CLASSIC,980623
365,2332,CLASSIC,980623
701,4534,CLASSIC,980624
80,471,CLASSIC,980625
831,6275,CLASSIC,980629
354,2265,GOLD,980630
250,1522,CLASSIC,980630
142,810,CLASSIC,980701
991,9149,JUNIOR,980701
1192,12736,CLASSIC,980702
738,4808,JUNIOR,980702
627,3994,CLASSIC,980705
696,4516,CLASSIC,980705
260,1616,CLASSIC,980705
768,5223,CLASSIC,980706
233,1418,CLASSIC,980707
450,2880,CLASSIC,980707
440,2782,CLASSIC,980707
301,1899,CLASSIC,980707
485,3124,CLASSIC,980708
567,3611,CLASSIC,980708
66,425,CLASSIC,980708
1002,9261,CLASSIC,980709
453,2911,GOLD,980712
277,1777,GOLD,980712
571,3627,JUNIOR,980713
687,4471,CLASSIC,980714
640,4115,CLASSIC,980714
39,254,CLASSIC,980714
435,2740,CLASSIC,980715
411,2572,CLASSIC,980715
548,3501,CLASSIC,980716
1167,12335,CLASSIC,980718
727,4723,CLASSIC,980719
603,3850,CLASSIC,980720
496,3183,JUNIOR,980721
73,451,JUNIOR,980721
146,822,CLASSIC,980723
439,2779,CLASSIC,980723
613,3913,CLASSIC,980723
323,2065,JUNIOR,980724
623,3984,CLASSIC,980725
530,3360,CLASSIC,980725
396,2508,CLASSIC,980726
1076,10604,GOLD,980727
344,2168,CLASSIC,980727
525,3337,CLASSIC,980727
42,264,JUNIOR,980728
740,4823,JUNIOR,980728
780,5333,CLASSIC,980729
509,3253,GOLD,980730
308,1938,CLASSIC,980730
618,3947,CLASSIC,980731
209,1251,CLASSIC,980731
1155,12088,CLASSIC,980801
95,519,JUNIOR,980801
833,6299,CLASSIC,980801
319,2038,JUNIOR,980802
795,5563,CLASSIC,980802
508,3249,CLASSIC,980803
78,468,CLASSIC,980804
683,4437,CLASSIC,980805
32,219,CLASSIC,980806
550,3515,CLASSIC,980808
1217,13098,JUNIOR,980809
1003,9274,CLASSIC,980809
179,1059,CLASSIC,980810
169,1019,CLASSIC,980810
221,1339,CLASSIC,980810
684,4457,CLASSIC,980811
77,466,CLASSIC,980813
581,3721,CLASSIC,980813
47,280,CLASSIC,980813
386,2478,CLASSIC,980814
346,2177,CLASSIC,980814
406,2548,CLASSIC,980816
951,8392,CLASSIC,980816
519,3297,CLASSIC,980816
321,2058,GOLD,980816
128,716,CLASSIC,980819
711,4592,CLASSIC,980819
538,3414,GOLD,980820
29,192,CLASSIC,980820
834,6301,CLASSIC,980821
461,2977,GOLD,980821
239,1453,GOLD,980824
395,2502,CLASSIC,980824
531,3378,GOLD,980824
1150,12020,CLASSIC,980825
96,528,CLASSIC,980826
367,2343,CLASSIC,980827
1023,9621,CLASSIC,980830
702,4543,CLASSIC,980830
405,2542,CLASSIC,980831
480,3092,CLASSIC,980901
1098,11063,CLASSIC,980901
79,469,CLASSIC,980902
402,2536,CLASSIC,980903
551,3517,CLASSIC,980903
425,2662,JUNIOR,980904
1195,12787,GOLD,980904
1154,12070,CLASSIC,980905
307,1930,GOLD,980905
752,4944,JUNIOR,980906
134,769,CLASSIC,980907
285,1811,GOLD,980910
544,3448,GOLD,980910
526,3339,CLASSIC,980910
352,2235,CLASSIC,980911
328,2121,JUNIOR,980912
26,161,CLASSIC,980914
141,808,CLASSIC,980915
151,861,CLASSIC,980916
203,1231,CLASSIC,980916
653,4212,CLASSIC,980916
880,7186,CLASSIC,980917
620,3959,CLASSIC,980917
630,4019,CLASSIC,980918
1188,12678,CLASSIC,980919
389,2489,GOLD,980919
1024,9622,CLASSIC,980920
193,1179,GOLD,980921
758,5016,CLASSIC,980921
634,4081,JUNIOR,980922
361,2312,CLASSIC,980923
242,1473,CLASSIC,980924
923,7855,CLASSIC,980924
1007,9333,GOLD,980925
520,3308,CLASSIC,980925
629,4018,JUNIOR,980925
335,2137,CLASSIC,980925
414,2606,CLASSIC,980926
36,236,CLASSIC,980928
561,3581,GOLD,980928
291,1836,CLASSIC,980929
231,1390,JUNIOR,980929
782,5376,CLASSIC,980929
180,1062,CLASSIC,980929
765,5175,CLASSIC,980929
357,2277,JUNIOR,980929
554,3535,CLASSIC,980929
956,8502,CLASSIC,980930
676,4380,CLASSIC,980930
255,1579,GOLD,981001
1193,12743,CLASSIC,981001
416,2616,CLASSIC,981001
585,3753,GOLD,981001
744,4863,CLASSIC,981002
23,146,CLASSIC,981003
394,2501,CLASSIC,981005
460,2971,CLASSIC,981005
35,231,CLASSIC,981007
447,2845,CLASSIC,981007
264,1669,CLASSIC,981007
245,1483,CLASSIC,981008
505,3233,JUNIOR,981009
336,2138,JUNIOR,981009
366,2335,CLASSIC,981009
533,3384,CLASSIC,981009
288,1826,CLASSIC,981010
754,4976,JUNIOR,981010
116,646,CLASSIC,981011
1035,9732,CLASSIC,981011
682,4429,CLASSIC,981011
792,5526,CLASSIC,981011
385,2476,CLASSIC,981012
53,333,CLASSIC,981013
751,4941,JUNIOR,981015
614,3938,JUNIOR,981016
957,8506,JUNIOR,981016
1,9,GOLD,981016
743,4862,GOLD,981018
61,374,CLASSIC,981018
60,370,CLASSIC,981018
74,453,CLASSIC,981018
749,4929,CLASSIC,981019
339,2154,CLASSIC,981019
769,5224,CLASSIC,981020
488,3134,GOLD,981020
31,208,CLASSIC,981021
542,3439,CLASSIC,981022
750,4937,CLASSIC,981024
855,6764,CLASSIC,981024
299,1886,CLASSIC,981025
158,928,GOLD,981025
857,6789,JUNIOR,981025
230,1388,GOLD,981025
295,1864,CLASSIC,981026
584,3751,CLASSIC,981028
449,2865,CLASSIC,981028
351,2232,CLASSIC,981101
138,791,CLASSIC,981102
524,3333,CLASSIC,981102
693,4495,JUNIOR,981103
604,3858,CLASSIC,981104
746,4901,CLASSIC,981104
333,2128,CLASSIC,981104
129,719,CLASSIC,981105
429,2709,CLASSIC,981105
424,2659,CLASSIC,981106
345,2175,CLASSIC,981107
1165,12291,CLASSIC,981108
1070,10490,JUNIOR,981108
217,1316,CLASSIC,981109
636,4091,JUNIOR,981109
820,6039,CLASSIC,981110
46,273,CLASSIC,981110
742,4833,CLASSIC,981110
404,2540,JUNIOR,981112
102,575,CLASSIC,981112
455,2924,CLASSIC,981113
253,1536,GOLD,981114
570,3620,CLASSIC,981114
27,167,JUNIOR,981115
580,3713,CLASSIC,981116
409,2562,CLASSIC,981116
205,1242,CLASSIC,981116
773,5245,CLASSIC,981118
487,3130,CLASSIC,981118
177,1056,CLASSIC,981119
632,4069,CLASSIC,981119
445,2820,GOLD,981119
1001,9247,CLASSIC,981120
257,1589,CLASSIC,981120
178,1057,CLASSIC,981121
704,4553,GOLD,981121
56,339,CLASSIC,981122
148,834,CLASSIC,981122
392,2496,CLASSIC,981122
523,3319,JUNIOR,981123
1175,12494,CLASSIC,981124
466,2998,CLASSIC,981125
500,3192,CLASSIC,981126
4,42,CLASSIC,981126
388,2488,JUNIOR,981126
164,992,CLASSIC,981129
489,3135,CLASSIC,981129
626,3992,CLASSIC,981130
1169,12354,CLASSIC,981130
1137,11771,GOLD,981201
677,4382,JUNIOR,981201
20,131,CLASSIC,981202
657,4246,JUNIOR,981202
219,1329,CLASSIC,981204
819,5978,GOLD,981206
1177,12535,GOLD,981206
341,2156,GOLD,981206
692,4493,CLASSIC,981208
715,4639,JUNIOR,981208
131,725,CLASSIC,981208
201,1223,CLASSIC,981208
605,3874,CLASSIC,981211
306,1929,CLASSIC,981211
378,2430,CLASSIC,981211
549,3504,CLASSIC,981212
371,2388,GOLD,981213
147,826,JUNIOR,981213
527,3348,JUNIOR,981214
172,1030,CLASSIC,981214
886,7325,CLASSIC,981215
479,3085,CLASSIC,981216
691,4492,CLASSIC,981216
560,3577,CLASSIC,981217
452,2910,CLASSIC,981219
506,3236,GOLD,981219
735,4772,CLASSIC,981219
654,4230,CLASSIC,981221
196,1197,CLASSIC,981222
473,3063,CLASSIC,981222
829,6255,CLASSIC,981222
310,1947,JUNIOR,981223
76,464,CLASSIC,981223
573,3638,CLASSIC,981223
240,1459,CLASSIC,981223
728,4725,CLASSIC,981224
924,7862,CLASSIC,981224
486,3128,GOLD,981225
1081,10696,CLASSIC,981225
753,4974,CLASSIC,981225
442,2796,CLASSIC,981226
125,694,GOLD,981226
674,4360,CLASSIC,981228
322,2063,CLASSIC,981228
685,4467,CLASSIC,981229
635,4083,CLASSIC,981229
